"","Country","HDI","HDICategory","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"2117","United States",0.92,"Very high human development",55,"Female","No","ma","full-time",67500,"",23,0,"Large Town","Single",0,0,3,3,3,2,2,1,3,3,5,2,1,4,3,2,3,2,4,2,4,3,5,1,2,5,1,2,3,4,5,4,5,4,1,2,3,4,4,5,5,5,4,4,4,3,3,"yes","yes",2.6,3,3.5,3.6
"2118","United States",0.92,"Very high human development",21,"Female","No","ltuni","student",10000,"",0,0,"Large-City","Divorced",0,0,3,3,1,1,1,1,1,4,2,2,1,3,3,2,4,2,2,2,1,1,3,1,2,3,3,2,3,2,4,2,4,3,1,2,4,5,2,4,4,3,3,4,4,3,3,"yes","yes",1.8,2,2.85,3.4
"2119","United States",0.92,"Very high human development",21,"Female","No","ltuni","student",10000,"Retail",1,6,"Small City","Single",0,0,2,4,3,2,2,1,1,4,1,2,1,5,5,3,1,5,2,5,2,1,4,1,3,1,3,3,4,3,5,1,1,5,1,3,5,2,1,4,5,5,3,3,4,4,5,"yes","yes",2.6,3,3,3.8
"2120","United States",0.92,"Very high human development",21,"Female","No","ltuni","part-time",10000,"",2,0,"Medium-Sized","Single",0,0,2,1,3,1,1,1,1,2,2,1,1,2,3,1,5,4,2,5,1,2,3,3,1,5,5,2,3,3,3,2,2,4,2,5,1,3,3,3,3,2,5,5,5,5,5,"yes","yes",1.6,2,2.9,5
"2121","United States",0.92,"Very high human development",22,"Male","No","deg","full-time",55000,"Contsuruction Management",3,0,"Small Town","Single",0,0,1,1,1,1,1,5,5,5,1,1,1,2,3,3,4,5,5,4,3,3,3,3,3,3,2,4,3,3,3,2,5,1,5,5,5,3,3,3,3,3,4,4,4,4,3,"no","no",1,3,3.25,3.8
"2122","United States",0.92,"Very high human development",21,"Female","No","ltuni","part-time",15000,"Bartender",1,0,"Large-City","Single",0,0,3,2,2,2,2,2,1,3,2,2,2,3,3,1,4,4,2,3,1,2,4,2,2,1,4,3,1,3,3,3,3,3,3,4,3,4,3,2,4,3,3,4,4,5,4,"yes","yes",2.2,2,2.9,4
"2123","United States",0.92,"Very high human development",28,"Female","No","dip","part-time",NA,"Student",6,0,"Large-City","Single",0,0,2,3,1,1,1,1,1,3,4,1,2,2,1,1,2,2,2,2,1,1,2,1,2,5,3,1,1,2,2,1,4,3,1,2,2,3,2,3,2,3,5,5,5,5,5,"yes","no",1.6,2,2.25,5
"2124","United States",0.92,"Very high human development",25,"Female","No","ma","student",15000,"",2,0,"Small City","Single",0,0,4,4,4,3,3,2,1,2,3,3,3,3,3,2,4,4,2,3,2,1,4,3,2,5,3,2,3,4,5,1,3,4,2,3,3,3,4,3,4,4,3,3,3,3,4,"yes","yes",3.6,3,3.25,3.2
"2125","United States",0.92,"Very high human development",23,"Female","No","ma","student",10000,"",0,6,"Medium-Sized","Single",0,0,2,3,4,3,3,2,1,2,3,4,1,5,3,5,4,1,2,2,2,4,3,2,3,2,4,3,4,4,3,1,2,3,2,2,5,3,3,2,4,3,4,5,5,1,4,"yes","yes",3,3,2.9,3.8
"2126","United States",0.92,"Very high human development",22,"Female","No","ltuni","part-time",10000,"Sales",1,0,"Large-City","Single",0,0,4,4,4,3,3,3,4,5,4,3,5,1,2,5,4,5,5,5,2,4,4,1,4,2,5,5,4,4,5,1,3,4,3,5,3,4,4,4,5,4,4,4,4,4,4,"yes","no",3.6,4,3.7,4
"2127","United States",0.92,"Very high human development",55,"Female","Yes","dip","student",45000,"Education",2,0,"Medium-Sized","Married",3,2,5,5,4,2,2,2,2,5,5,2,3,4,1,1,5,3,4,5,5,3,5,3,1,3,4,4,3,2,4,3,5,3,5,5,3,4,4,4,5,5,4,4,4,4,4,"yes","yes",3.6,3,3.75,4
"2128","United States",0.92,"Very high human development",45,"Female","Yes","deg","unemployed",10000,"",5,0,"Medium-Sized","Married",2,0,4,5,4,4,4,3,3,2,5,2,1,2,3,2,4,2,5,2,3,4,3,4,2,4,3,1,3,3,4,4,4,5,2,2,4,2,3,5,5,5,3,2,3,2,3,"yes","yes",4.2,3,3.4,2.6
"2129","United States",0.92,"Very high human development",21,"Male","No","ltuni","full-time",15000,"CAD Technician",2,2,"Large Town","Single",0,0,3,3,4,2,2,1,1,1,3,2,1,2,2,5,4,4,4,4,1,1,3,1,3,3,4,2,1,1,4,1,2,4,2,2,2,3,3,3,3,4,4,3,2,2,5,"yes","no",2.8,2,2.55,3.2
"2130","United States",0.92,"Very high human development",25,"Female","No","deg","full-time",25000,"Internship",1,7,"Small City","Single",0,0,4,3,2,1,1,1,2,5,2,2,2,1,4,1,2,2,3,2,1,1,2,1,1,3,1,1,1,2,2,2,2,3,1,3,4,3,2,2,2,3,4,5,5,4,4,"yes","no",2.2,2,2.05,4.4
"2131","United States",0.92,"Very high human development",20,"Female","No","ltuni","student",NA,"",0,0,"Large-City","Single",0,0,4,4,4,3,4,3,3,2,3,3,3,4,3,3,3,4,4,4,4,4,4,2,4,5,4,4,4,5,3,4,5,4,4,4,4,2,2,4,4,4,3,2,3,3,2,"yes","yes",3.8,3,3.8,2.6
"2132","United States",0.92,"Very high human development",32,"Female","Yes","dip","full-time",15000,"Paraprofessional",1,6,"Medium-Sized","Divorced",0,3,4,4,4,3,3,3,1,3,2,3,4,2,3,3,3,3,1,4,1,3,4,1,2,2,4,3,3,4,4,2,2,3,3,3,3,3,3,3,4,2,1,1,1,3,1,"yes","no",3.6,3,2.9,1.4
"2133","United States",0.92,"Very high human development",67,"Male","Yes","deg","part-time",45000,"Vetrans Representative",1,9,"Small City","Married",1,3,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,2,1,1,3,5,1,2,1,2,4,4,4,4,3,"no","no",1,1,1.75,3.8
"2134","United States",0.92,"Very high human development",37,"Female","No","phd","full-time",150000,"Researcher - Physician",9,0,"Large-City","Single",0,0,5,4,4,3,3,2,3,3,3,3,4,4,5,4,4,4,5,2,4,3,4,3,2,5,2,2,4,4,4,4,5,4,2,2,5,5,4,4,5,5,3,5,4,3,3,"yes","yes",3.8,4,3.75,3.6
"2135","United States",0.92,"Very high human development",55,"Female","Yes","deg","full-time",35000,"",30,4,"Medium-Sized","Divorced",0,1,3,2,2,2,2,4,1,3,2,3,2,3,2,2,3,3,2,3,2,5,3,2,2,2,3,4,3,2,3,1,5,3,3,4,3,2,3,3,3,4,5,4,5,5,5,"yes","yes",2.2,3,2.9,4.8
"2136","United States",0.92,"Very high human development",45,"Male","No","deg","full-time",25000,"Paraprofessional",12,8,"Medium-Sized","Single",0,0,4,4,4,4,4,4,3,5,4,5,1,5,5,4,4,4,4,1,5,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,4,4,3,4,2,4,2,3,4,2,2,"yes","yes",4,4,3.9,2.6
"2137","United States",0.92,"Very high human development",23,"Female","No","ltuni","student",10000,"Server",2,0,"Small City","Single",0,0,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,2,5,5,5,2,1,3,1,3,5,4,5,2,3,5,2,3,4,1,3,2,5,4,3,4,4,4,3,"yes","yes",4.4,4,3.15,3.6
"2138","United States",0.92,"Very high human development",22,"Female","No","deg","full-time",67500,"Engineer",0,4,"Small City","Single",0,0,2,4,3,3,3,1,1,3,1,1,3,1,1,1,1,3,1,4,1,3,4,2,3,3,4,3,4,3,3,1,3,4,1,2,1,4,2,3,4,4,4,4,2,2,4,"no","no",3,2,2.9,3.2
"2139","United States",0.92,"Very high human development",20,"Female","No","ltuni","student",NA,"",0,0,"Large-City","Single",0,0,4,3,4,3,3,1,3,5,5,3,3,5,4,3,5,3,5,5,4,5,5,3,3,5,4,4,4,3,5,4,3,5,3,4,5,5,3,5,5,4,3,3,3,3,4,"yes","yes",3.4,4,4.1,3.2
"2140","United States",0.92,"Very high human development",23,"Female","No","ltuni","student",NA,"Internship",0,4,"Large-City","Married",0,0,3,4,4,3,3,5,1,1,2,3,5,3,3,3,5,2,3,4,2,3,3,5,3,4,5,5,3,4,4,1,2,4,4,4,4,4,4,4,5,4,3,3,3,3,2,"yes","yes",3.4,3,3.8,2.8
"2141","United States",0.92,"Very high human development",45,"Female","Yes","deg","part-time",10000,"Writer / Web Designer/ Web-master",14,0,"Large-City","Married",0,3,4,4,3,3,3,2,3,5,5,4,4,5,3,4,5,4,5,3,4,5,4,5,4,2,4,4,4,4,4,4,5,5,3,4,5,5,4,5,5,5,2,2,1,3,1,"yes","yes",3.4,4,4.25,1.8
"2142","United States",0.92,"Very high human development",23,"Female","No","ltuni","student",15000,"Manager",2,0,"Small Town","Single",0,0,2,3,2,2,2,3,4,4,4,3,2,4,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,2,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,3,"yes","yes",2.2,3,3.2,3.6
"2143","United States",0.92,"Very high human development",32,"Female","No","deg","full-time",45000,"Educator",5,0,"Small City","Single",0,0,2,3,3,2,2,1,4,5,4,3,4,5,3,3,3,3,5,2,5,2,3,1,4,1,2,3,2,3,3,2,2,3,2,4,4,4,3,4,4,4,3,3,3,3,2,"yes","yes",2.4,3,2.9,2.8
"2144","United States",0.92,"Very high human development",22,"Female","No","ltuni","part-time",10000,"Hostess",0,2,"Large-City","Single",0,0,5,4,5,5,5,5,3,5,4,4,1,4,5,4,5,2,3,5,3,5,5,3,4,4,5,4,5,3,5,5,3,4,3,3,4,5,5,1,5,5,1,1,4,3,3,"yes","yes",4.8,4,4.05,2.4
"2145","United States",0.92,"Very high human development",24,"Female","No","ltuni","full-time",45000,"Business Manager",3,0,"Small Town","Single",0,0,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,2,1,2,2,4,2,2,4,5,5,5,4,"no","no",2,1,1.6,4.6
"2146","United States",0.92,"Very high human development",20,"Male","No","ltuni","student",10000,"Mover",0,6,"Large-City","Single",0,0,5,4,4,4,4,1,4,5,5,1,1,3,5,3,4,5,5,5,4,5,1,4,5,5,4,2,4,4,5,5,5,4,4,4,5,4,4,4,5,4,3,4,4,4,4,"yes","yes",4.2,4,4.1,3.8
"2147","United States",0.92,"Very high human development",25,"Female","No","ma","full-time",45000,"Librarian",3,0,"Large-City","Married",0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,4,5,5,5,5,5,"no","no",1.4,1,1.45,5
"2148","United States",0.92,"Very high human development",55,"Male","Yes","ma","full-time",87500,"Media Relations/science Writing",9,0,"Large-City","Married",2,0,3,4,4,3,3,1,3,5,3,3,2,4,3,2,3,3,3,2,2,2,3,2,4,4,2,3,3,4,4,2,2,3,3,3,3,4,2,4,4,3,2,3,3,3,3,"yes","yes",3.4,3,3.1,2.8
"2149","United States",0.92,"Very high human development",28,"Female","No","ma","student",25000,"",3,8,"Small City","Single",0,0,2,1,2,1,1,1,1,1,3,4,1,2,3,2,5,1,2,1,2,3,5,2,2,5,4,4,5,2,5,3,4,4,1,4,4,3,2,4,4,4,3,4,3,3,4,"yes","yes",1.4,2,3.55,3.4
"2150","United States",0.92,"Very high human development",22,"Female","No","ltuni","student",10000,"Unemployed",0,3,"Large-City","Single",0,0,5,5,4,4,4,2,2,4,5,4,4,5,5,3,3,4,4,4,3,3,5,3,3,5,4,3,3,4,5,5,2,5,2,4,5,5,4,5,5,4,2,2,3,3,2,"yes","yes",4.4,4,4.05,2.4
"2151","United States",0.92,"Very high human development",45,"Male","Yes","deg","full-time",45000,"Product Field Test Manager",2,0,"Small Town","Divorced",1,1,4,5,3,2,2,3,3,5,5,5,5,4,4,5,5,3,5,3,5,5,5,2,4,2,3,3,3,3,5,4,4,5,3,3,3,4,2,4,3,3,2,2,2,3,3,"yes","yes",3.2,4,3.4,2.4
"2152","United States",0.92,"Very high human development",45,"Female","Yes","deg","full-time",55000,"Educator",6,3,"Large Town","Married",1,1,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,4,4,3,2,4,4,3,2,3,2,2,3,4,4,4,4,"no","no",2.2,3,2.7,3.8
"2153","United States",0.92,"Very high human development",55,"Female","No","dip","full-time",87500,"Tv Broadcast Technician",28,0,"Large-City","Single",0,0,4,4,3,3,3,2,3,3,4,4,5,5,4,4,5,3,4,4,4,4,4,3,3,4,3,3,5,3,4,4,5,5,3,4,4,5,3,5,5,4,4,4,3,4,4,"yes","yes",3.4,4,3.95,3.8
"2154","United States",0.92,"Very high human development",22,"Female","No","ltuni","student",15000,"Assistant",0,10,"Large-City","Single",0,0,4,4,4,4,4,1,4,5,5,3,1,2,3,4,4,1,4,1,4,2,3,2,1,3,1,3,3,2,4,4,3,3,2,2,3,2,2,5,1,5,1,2,2,1,1,"yes","yes",4,3,2.7,1.4
"2155","United States",0.92,"Very high human development",28,"Female","Yes","ma","student",35000,"",0,0,"Small City","Single",2,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,"yes","yes",2,3,2.85,3
"2156","United States",0.92,"Very high human development",37,"Male","No","ma","full-time",87500,"",4,0,"Large-City","Divorced",0,0,4,2,2,2,2,2,3,2,5,5,3,5,5,4,5,3,4,2,2,5,5,3,2,4,1,3,3,4,5,4,5,5,2,4,5,5,2,4,5,3,4,3,4,5,4,"yes","yes",2.4,4,3.7,4
"2157","United States",0.92,"Very high human development",28,"Male","No","ltuni","full-time",25000,"Supervisor",3,0,"Medium-Sized","Single",0,0,4,4,4,5,5,1,1,3,4,5,2,4,5,4,5,5,3,4,3,5,4,4,4,4,4,5,5,4,4,2,4,4,2,4,4,4,4,5,5,4,1,1,1,1,1,"yes","yes",4.4,4,4,1
"2158","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",55000,"Educator",1,0,"Large-City","Single",0,0,2,1,1,1,2,1,2,2,3,3,4,4,4,2,2,3,3,3,1,1,4,1,3,2,5,4,3,2,4,4,4,3,2,5,5,5,5,4,4,5,5,5,5,5,5,"yes","yes",1.4,3,3.7,5
"2159","United States",0.92,"Very high human development",45,"Female","Yes","ma","full-time",45000,"Corporate Instructor",6,0,"Rural/Country","Divorced",0,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,1,1,1,1,1,1,"no","no",1,2,1.5,1
"2160","United States",0.92,"Very high human development",28,"Male","No","ma","student",15000,"",5,0,"Large Town","Single",0,0,2,1,3,2,2,2,2,5,1,1,1,3,2,1,1,5,2,3,1,1,2,1,1,1,4,3,2,4,3,1,4,3,1,3,3,5,1,3,2,1,5,4,4,5,5,"no","no",2,2,2.4,4.6
"2161","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",150000,"President",5,0,"Large-City","Married",1,2,4,4,4,3,3,1,1,1,4,3,4,2,3,2,5,2,3,2,3,3,4,1,2,1,3,3,4,4,4,2,4,5,4,3,4,5,4,5,4,5,4,3,5,4,5,"yes","no",3.6,3,3.55,4.2
"2162","United States",0.92,"Very high human development",55,"Female","No","phd","part-time",87500,"Consultant",0,6,"Large-City","Single",0,0,3,4,3,3,3,2,4,3,4,3,3,3,3,4,3,3,4,4,4,4,4,3,3,2,3,3,3,4,4,3,3,4,2,3,4,3,3,4,4,4,4,3,4,4,3,"yes","yes",3.2,3,3.3,3.6
"2163","United States",0.92,"Very high human development",67,"Male","No","deg","retired",150000,"Financial Advisor",4,0,"Large Town","Divorced",0,0,2,3,3,2,2,1,1,4,3,2,1,2,2,1,2,3,3,2,2,3,2,2,4,4,1,2,2,3,2,3,4,2,2,3,3,4,4,3,3,4,3,3,4,4,3,"yes","no",2.4,2,2.85,3.4
"2164","United States",0.92,"Very high human development",28,"Female","No","phd","full-time",45000,"Attorney",2,0,"Medium-Sized","Single",0,0,3,3,2,2,2,2,3,2,4,4,3,4,2,1,3,3,3,2,3,4,3,2,2,5,4,3,3,3,4,3,4,4,4,3,3,4,3,5,3,5,3,3,3,5,2,"yes","yes",2.4,3,3.5,3.2
"2165","United States",0.92,"Very high human development",37,"Female","Yes","phd","unemployed",NA,"",0,0,"Medium-Sized","Married",0,3,1,2,1,1,1,2,1,5,3,1,1,3,2,2,2,5,2,4,1,3,3,3,2,2,5,3,3,1,4,1,3,3,4,4,2,4,2,3,3,2,4,4,4,4,4,"yes","yes",1.2,2,2.85,4
"2166","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",87500,"Counselor",30,0,"Large-City","Married",1,0,1,1,1,1,1,3,2,5,2,3,3,1,3,2,2,1,2,3,2,2,3,2,1,2,3,3,3,1,4,1,5,1,4,2,4,3,2,2,1,2,3,4,5,5,3,"yes","no",1,2,2.45,4
"2167","United States",0.92,"Very high human development",55,"Female","No","deg","part-time",55000,"Retired",2,4,"Small City","Single",0,0,5,5,4,5,4,2,2,3,4,5,4,3,5,5,5,3,3,3,3,5,5,5,3,2,5,4,5,3,5,1,3,5,2,3,5,3,1,5,5,5,3,2,3,3,2,"yes","yes",4.6,4,3.75,2.6
"2168","United States",0.92,"Very high human development",55,"Female","No","deg","part-time",55000,"Retired",2,4,"Small City","Single",0,0,5,5,4,5,4,2,2,3,4,5,4,3,5,5,5,3,3,3,3,5,5,5,3,2,5,4,5,3,5,1,3,5,2,3,5,3,1,5,5,5,3,2,3,3,2,"yes","yes",4.6,4,3.75,2.6
"2169","United States",0.92,"Very high human development",67,"Female","Yes","deg","retired",10000,"Retired",1,0,"Medium-Sized","Married",0,1,3,4,1,1,1,3,1,3,2,1,1,1,1,4,4,2,2,3,2,1,2,1,2,4,1,1,2,4,3,1,2,3,2,2,3,4,2,5,1,2,3,3,3,4,5,"yes","no",2,2,2.35,3.6
"2170","United States",0.92,"Very high human development",45,"Female","Yes","deg","full-time",35000,"Insurance Agent",1,3,"Village","Divorced",1,1,5,4,2,2,2,2,5,5,5,5,5,5,5,4,4,2,5,2,5,5,5,1,4,5,5,4,4,3,4,5,5,4,2,3,4,5,5,5,5,4,1,1,1,1,1,"yes","yes",3,4,4.1,1
"2171","United States",0.92,"Very high human development",32,"Male","No","ma","full-time",45000,"Editor Attorney",5,4,"Large-City","Single",0,0,4,4,4,3,3,2,2,3,4,3,3,4,3,2,4,4,3,4,4,4,5,4,4,5,4,4,4,4,4,3,2,5,3,3,4,5,3,4,4,4,1,1,1,2,2,"yes","yes",3.6,3,3.9,1.4
"2172","United States",0.92,"Very high human development",45,"Female","Yes","deg","unemployed",67500,"Home Maker",10,0,"Small City","Married",3,1,3,4,4,3,3,1,1,4,3,3,2,2,3,2,2,3,1,4,1,3,3,4,4,1,3,3,3,3,4,4,3,4,2,2,3,4,3,3,4,4,4,4,3,4,3,"yes","no",3.4,2,3.2,3.6
"2173","United States",0.92,"Very high human development",32,"Female","Yes","deg","full-time",35000,"Educator",2,0,"Small City","Divorced",3,0,4,4,4,4,4,2,3,5,4,4,1,5,4,3,5,4,5,5,4,4,4,2,3,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,2,4,4,5,"yes","yes",4,4,4.2,3.8
"2174","United States",0.92,"Very high human development",23,"Male","No","deg","student",67500,"Programmer",2,0,"Small City","Single",0,0,5,4,4,5,5,2,5,5,5,3,2,5,5,3,5,4,5,4,4,4,4,3,5,5,4,3,5,4,4,5,5,5,5,5,5,4,4,5,4,4,2,2,2,3,4,"yes","yes",4.6,4,4.4,2.6
"2175","United States",0.92,"Very high human development",45,"Female","No","deg","full-time",55000,"Assistant",5,0,"Medium-Sized","Single",0,0,2,1,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,3,1,2,2,2,2,1,1,2,3,2,3,2,1,2,2,2,3,3,3,3,2,"no","no",1.4,1,1.9,2.8
"2176","United States",0.92,"Very high human development",55,"Male","Yes","deg","full-time",87500,"Marketing",6,0,"Small City","Divorced",2,1,3,3,2,2,3,3,2,4,4,4,3,3,3,3,3,2,4,2,3,3,3,2,2,2,2,2,2,2,3,2,2,4,3,2,4,4,2,3,3,3,3,4,3,4,2,"yes","yes",2.6,3,2.6,3.2
"2177","United States",0.92,"Very high human development",21,"Female","No","ltuni","student",15000,"Bank Teller",0,3,"Large Town","Single",0,0,3,3,3,1,1,3,4,4,4,3,2,5,4,2,3,3,4,2,5,3,3,2,3,5,4,3,2,4,4,4,4,3,2,3,4,2,3,4,3,3,3,3,3,3,3,"yes","yes",2.2,3,3.25,3
"2178","United States",0.92,"Very high human development",20,"Male","No","ltuni","student",10000,"Student",14,0,"Small City","Single",0,0,3,4,4,3,3,2,2,2,3,2,3,4,4,2,2,4,3,4,3,2,3,2,4,5,3,2,3,3,4,2,4,3,3,3,4,4,3,3,4,4,3,2,3,3,2,"yes","yes",3.4,3,3.3,2.6
"2179","United States",0.92,"Very high human development",20,"Female","No","ltuni","student",10000,"Bookseller",1,5,"Small Town","Single",0,0,4,4,5,4,4,3,3,5,5,4,2,4,4,4,4,4,5,3,5,4,5,2,3,5,5,3,4,5,5,5,4,5,3,4,4,4,4,4,5,5,4,3,4,3,4,"yes","yes",4.2,4,4.2,3.6
"2180","United States",0.92,"Very high human development",55,"Male","No","phd","full-time",NA,"",30,0,"Large-City","Single",0,0,2,3,1,1,1,1,5,5,5,5,3,3,4,5,4,2,5,2,5,2,4,3,2,5,2,3,4,1,4,5,1,4,2,4,4,5,4,4,4,4,3,2,3,4,5,"no","no",1.6,4,3.45,3.4
"2181","United States",0.92,"Very high human development",19,"Male","No","high","part-time",10000,"Assistant",0,6,"Large-City","Single",0,0,4,4,4,3,3,3,4,5,5,4,4,5,4,4,5,3,4,3,4,4,4,4,4,5,4,3,4,3,4,4,2,4,3,3,4,4,4,4,5,5,2,2,2,2,1,"yes","yes",3.6,4,3.85,1.8
"2182","United States",0.92,"Very high human development",32,"Female","No","phd","full-time",67500,"Educator",4,6,"Medium-Sized","Divorced",0,0,3,2,3,1,1,2,1,2,3,3,1,4,4,3,3,4,2,3,3,3,4,1,3,3,3,3,1,3,4,2,2,4,3,1,4,1,1,4,4,4,4,5,5,5,4,"yes","yes",2,3,2.75,4.6
"2183","United States",0.92,"Very high human development",67,"Female","No","deg","full-time",150000,"",1,0,"Medium-Sized","Divorced",0,0,3,3,3,2,2,2,2,3,3,3,2,1,3,4,3,2,3,2,3,4,3,1,3,4,3,2,3,3,4,1,2,4,2,3,4,3,2,4,4,4,3,3,1,1,3,"yes","no",2.6,3,2.95,2.2
"2184","United States",0.92,"Very high human development",19,"Female","No","lthigh","unemployed",10000,"",0,0,"Large Town","Single",0,0,4,4,5,4,4,3,4,5,5,5,3,4,4,4,5,3,3,4,4,2,5,4,5,3,3,4,4,4,4,3,3,4,3,3,4,4,5,5,5,5,3,3,2,2,1,"yes","yes",4.2,4,4,2.2
"2185","United States",0.92,"Very high human development",67,"Male","Yes","deg","retired",45000,"Retired",13,0,"Rural/Country","Widowed",0,2,2,2,1,1,1,1,1,4,3,1,2,3,2,1,2,1,3,1,4,1,3,1,3,1,3,1,2,2,2,1,3,2,1,3,2,3,1,2,2,2,3,3,3,4,3,"yes","yes",1.4,2,2,3.2
"2186","United States",0.92,"Very high human development",45,"Female","No","ltuni","full-time",35000,"",0,8,"Large-City","Divorced",0,0,4,5,5,5,5,5,1,1,2,4,3,3,3,4,4,4,1,5,1,5,5,3,3,1,5,4,5,4,5,2,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3,4.3,1
"2187","United States",0.92,"Very high human development",45,"Female","No","ma","full-time",55000,"Executive Director",6,5,"Large Town","Single",0,0,4,4,4,2,2,2,1,5,2,2,2,2,3,2,2,4,2,5,1,2,3,1,4,4,4,4,3,3,4,1,4,4,3,3,4,5,2,3,3,3,4,4,4,4,4,"yes","no",3.2,2,3.25,4
"2188","United States",0.92,"Very high human development",32,"Female","Yes","dip","part-time",15000,"Professional Organizer",1,5,"Medium-Sized","Married",1,3,3,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,1,2,1,2,4,1,3,2,2,2,3,3,3,4,2,3,4,3,3,3,2,3,3,2,4,4,4,4,4,"yes","no",2.2,2,2.75,4
"2189","United States",0.92,"Very high human development",28,"Female","No","deg","full-time",15000,"",0,6,"Large-City","Single",0,0,5,5,5,5,5,1,1,5,3,5,5,5,5,5,5,5,3,5,2,4,4,2,4,5,5,4,5,5,5,2,4,5,3,3,4,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4,4.25,1
"2190","United States",0.92,"Very high human development",28,"Female","No","ma","student",15000,"",4,7,"Medium-Sized","Single",0,0,3,3,3,3,3,4,3,5,5,5,4,4,5,5,5,2,4,2,3,5,5,5,3,4,5,3,5,4,5,5,3,5,4,4,2,4,2,2,5,5,3,3,2,2,3,"yes","yes",3,4,4,2.6
"2191","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",87500,"",10,7,"Large-City","Married",2,0,3,4,5,5,5,1,1,2,3,4,4,1,1,4,4,2,1,2,1,3,3,1,1,3,3,2,4,2,3,1,1,3,1,1,4,3,1,3,4,2,5,5,5,4,3,"yes","no",4.4,2,2.3,4.4
"2192","United States",0.92,"Very high human development",20,"Female","No","ltuni","student",10000,"",14,0,"Medium-Sized","Single",0,0,3,5,5,4,4,3,5,4,4,3,3,5,5,4,5,5,5,5,4,4,4,4,3,2,4,4,4,5,5,4,4,5,2,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.2,4,4.25,1
"2193","United States",0.92,"Very high human development",55,"Male","No","ltuni","retired",150000,"",0,0,"Small City","Married",0,0,2,3,1,3,2,2,1,4,3,2,1,2,2,1,4,4,2,3,1,2,2,1,4,2,1,2,2,4,2,1,5,3,5,3,3,2,3,3,2,3,4,5,3,4,3,"yes","yes",2.2,2,2.65,3.8
"2194","United States",0.92,"Very high human development",28,"Female","No","deg","full-time",15000,"Outdoor Recreation Coordinator",3,0,"Medium-Sized","Single",0,0,2,2,3,1,1,1,1,2,2,2,3,2,3,1,2,3,2,3,1,2,1,1,3,2,1,2,1,3,2,1,2,2,1,3,2,3,2,3,2,3,4,4,4,3,3,"no","no",1.8,2,2,3.6
"2195","United States",0.92,"Very high human development",55,"Female","No","phd","full-time",35000,"Attorney",17,0,"Small City","Married",0,0,4,4,3,2,2,2,1,5,1,3,3,3,3,3,3,4,2,3,1,3,3,1,2,1,1,1,3,3,4,2,1,4,1,2,3,4,2,4,4,2,3,3,3,4,3,"yes","no",3,3,2.4,3.2
"2196","United States",0.92,"Very high human development",45,"Male","Yes","phd","full-time",250000,"Doctor; Physician",13,0,"Medium-Sized","Married",2,0,4,4,4,3,3,2,2,4,2,5,5,3,3,5,5,5,3,5,2,2,5,2,4,3,4,5,3,4,4,2,4,2,3,3,4,4,3,4,2,4,3,4,4,5,3,"yes","yes",3.6,4,3.45,3.8
