"","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Country","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"2653",45,"Male","No","ltuni","full-time",67500,"",6,0,"Village","United States","Married",0,0,4,4,3,4,4,4,2,3,4,4,4,4,4,4,5,4,5,5,4,5,4,3,3,2,3,5,4,4,5,3,4,4,4,3,4,5,5,5,5,5,3,3,3,3,2,"yes","yes",3.8,4,4,2.8
"2654",55,"Female","Yes","ma","full-time",35000,"",1,0,"Small Town","United States","Divorced",2,0,4,4,4,3,3,3,2,2,3,3,4,3,4,4,3,3,4,4,4,3,4,2,4,3,3,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,"yes","yes",3.6,3,3.6,3.2
"2655",45,"Male","No","phd","full-time",150000,"",0,0,"Rural/Country","United States","Single",0,0,2,4,4,2,2,3,4,5,5,4,2,4,4,4,3,3,5,4,4,3,3,2,3,2,3,3,4,2,4,2,5,4,4,4,4,5,4,3,3,3,4,4,4,4,3,"yes","yes",2.8,4,3.35,3.8
"2656",32,"Male","No","deg","full-time",25000,"",0,6,"Medium-Sized","United States","Single",0,0,4,3,2,3,3,3,2,5,4,3,3,4,3,3,4,4,3,3,3,4,4,2,3,3,3,3,4,3,5,3,4,4,3,4,3,4,4,4,4,4,3,4,3,3,2,"yes","yes",3,3,3.55,3
"2657",45,"Male","Yes","phd","full-time",55000,"",14,0,"Large Town","United States","Divorced",1,2,4,3,4,3,3,2,2,3,3,3,1,4,4,3,3,3,4,3,3,3,3,2,3,3,2,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,2,"yes","yes",3.4,3,3.15,2.8
"2658",55,"Female","No","ma","part-time",15000,"",0,7,"Rural/Country","United States","Single",0,0,4,3,4,3,3,4,2,5,3,4,4,4,3,4,4,4,3,4,1,5,5,4,4,2,3,3,4,3,4,2,4,5,4,3,4,5,5,4,5,5,2,3,2,2,2,"yes","yes",3.4,4,3.9,2.2
"2659",28,"Female","Yes","deg","student",45000,"",6,6,"Small Town","United States","Married",0,1,5,4,3,1,1,1,1,4,3,3,5,4,4,2,3,3,2,2,3,1,5,1,2,4,1,1,3,4,4,2,2,5,1,1,5,2,1,5,4,1,3,4,3,5,3,"yes","yes",2.8,3,2.7,3.6
"2660",67,"Male","No","deg","retired",87500,"",0,4,"Small Town","United States","Single",0,0,3,3,3,2,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,2,2,2,3,4,3,2,1,3,1,1,3,4,3,3,3,3,3,3,4,4,4,"yes","yes",2.6,2,2.55,3.6
"2661",37,"Female","No","ma","full-time",45000,"",6,9,"","United States","Single",0,0,2,2,1,1,1,1,2,5,3,2,1,3,3,2,3,1,3,2,3,2,3,1,2,5,1,1,2,2,3,2,3,3,2,3,3,3,1,3,3,3,4,4,4,3,3,"yes","yes",1.4,2,2.45,3.6
"2662",45,"Female","No","ltuni","full-time",67500,"",8,0,"Village","United States","Single",0,0,4,1,1,1,1,5,2,2,4,4,1,3,2,5,4,1,2,3,2,5,4,1,2,2,5,5,5,1,4,3,4,5,5,5,3,3,2,3,2,4,3,3,3,3,3,"yes","no",1.6,3,3.4,3
"2663",37,"Female","Yes","ma","full-time",150000,"",10,4,"Village","United States","Divorced",0,1,3,2,1,1,1,1,2,1,3,2,4,1,3,2,2,3,4,5,3,2,4,1,1,3,2,2,3,1,5,4,2,4,2,3,4,2,3,3,2,4,4,5,4,5,4,"yes","no",1.6,3,2.75,4.4
"2664",37,"Female","No","ma","full-time",45000,"",3,0,"Large Town","United States","Single",0,0,3,3,1,1,1,2,2,2,5,2,1,3,3,2,3,1,1,2,5,1,4,1,1,5,3,2,3,2,4,1,3,3,3,3,3,3,3,3,4,4,3,3,4,4,1,"yes","no",1.8,2,2.9,3
"2665",23,"Female","No","ma","student",10000,"",4,0,"Small Town","United States","Single",0,0,4,4,4,3,3,2,4,4,4,3,4,3,2,2,3,3,5,4,5,3,2,2,2,4,5,2,3,5,4,3,4,3,3,3,3,3,3,4,2,4,5,4,4,5,5,"yes","no",3.6,3,3.2,4.6
"2666",21,"Male","No","ltuni","student",15000,"",3,0,"Village","United States","Single",0,0,1,2,2,1,1,1,1,3,2,1,1,3,4,1,3,3,2,3,1,2,3,2,2,3,1,2,2,3,3,1,4,2,2,3,4,4,3,3,1,2,3,4,3,3,3,"no","no",1.4,2,2.5,3.2
"2667",23,"Female","No","ltuni","student",10000,"",2,0,"Village","United States","Single",0,0,4,5,1,3,2,2,5,2,3,4,2,1,2,4,5,3,1,5,1,5,5,1,1,5,5,3,3,3,5,2,4,5,1,3,4,3,2,5,1,3,1,1,1,3,1,"yes","no",3,3,3.2,1.4
"2668",67,"Female","Yes","ltuni","retired",35000,"",5,0,"Small Town","United States","Divorced",1,1,2,2,2,2,2,1,1,3,1,1,3,1,2,1,1,2,2,1,1,1,3,1,1,1,2,2,3,2,3,1,1,2,1,1,1,4,3,2,2,2,4,4,5,4,4,"no","no",2,1,1.9,4.2
"2669",55,"Female","No","deg","full-time",87500,"",NA,0,"Village","United States","Married",0,0,3,3,3,2,2,2,2,2,4,3,2,3,4,2,4,3,4,3,3,2,3,2,2,5,4,3,2,3,3,4,3,3,3,3,4,1,2,2,3,3,4,4,4,4,3,"yes","no",2.6,3,2.9,3.8
"2670",21,"Male","No","deg","",NA,"",0,0,"Village","United States","Single",0,0,3,3,3,2,2,1,2,2,5,5,1,4,4,4,5,4,3,4,2,5,5,4,3,5,3,2,5,3,4,5,3,5,1,5,3,2,4,5,3,4,2,2,1,4,1,"yes","yes",2.6,3,3.7,2
"2671",55,"Male","Yes","phd","retired",150000,"",0,0,"Small Town","United States","Married",2,0,3,3,2,3,3,1,4,3,5,4,1,4,4,4,4,1,5,3,5,3,4,1,2,5,2,2,5,3,5,5,5,4,3,4,4,5,4,3,5,2,4,4,4,5,4,"yes","yes",2.8,3,3.65,4.2
"2672",55,"Female","Yes","deg","full-time",55000,"",NA,0,"Rural/Country","United States","Married",3,0,4,4,4,4,4,1,1,4,2,4,4,4,3,1,3,1,3,2,3,3,4,2,1,2,2,2,4,5,5,1,5,3,5,5,5,4,1,3,4,3,3,3,4,5,3,"yes","yes",4,3,3.3,3.6
"2673",45,"Female","Yes","ma","full-time",87500,"",0,0,"Small Town","United States","Married",0,3,4,5,5,5,5,1,2,3,3,2,2,2,2,3,2,4,2,2,1,3,3,2,5,1,4,5,3,4,4,2,3,2,3,5,2,3,2,4,2,4,1,1,1,1,1,"yes","yes",4.8,2,3.15,1
"2674",23,"Male","No","dip","full-time",45000,"",1,4,"Rural/Country","United States","Single",0,0,2,3,3,2,2,2,1,3,2,2,1,3,4,2,4,4,1,4,2,3,3,1,4,5,3,3,2,2,3,1,3,3,4,4,2,4,2,4,2,4,1,2,1,1,1,"no","no",2.4,3,2.95,1.2
"2675",67,"Male","Yes","phd","part-time",87500,"",0,0,"Rural/Country","United States","Divorced",2,0,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,3,3,2,3,2,"yes","yes",3.4,4,3.65,2.6
"2676",55,"Female","Yes","ltuni","full-time",25000,"",0,0,"Small Town","United States","Divorced",2,1,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,5,5,5,4,4,4,3,5,3,4,3,4,4,2,3,4,2,4,4,5,5,4,4,5,5,2,1,3,2,1,"yes","yes",4,4,3.85,1.8
"2677",20,"Female","No","ltuni","student",NA,"",0,1,"Medium-Sized","United States","Single",0,0,3,1,1,1,1,1,2,1,3,1,1,1,3,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,3,3,1,3,1,4,4,4,5,3,"yes","no",1.4,2,1.6,4
"2678",67,"Male","Yes","ma","retired",150000,"",5,1,"Small Town","United States","Married",2,0,3,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,2,3,1,2,2,2,2,2,3,2,2,2,2,4,4,5,5,5,"no","no",2,2,1.85,4.6
"2679",32,"Male","No","ma","full-time",250000,"",10,0,"Large Town","United States","Single",0,0,5,4,4,3,4,1,2,3,3,3,3,4,4,3,4,4,4,3,2,3,3,2,4,5,3,4,4,4,4,3,4,3,2,3,4,4,4,3,4,2,3,3,2,3,4,"yes","yes",4,3,3.45,3
"2680",55,"Female","No","ma","full-time",150000,"",2,0,"Small Town","United States","Married",0,0,2,2,2,1,1,1,2,4,4,2,3,3,3,2,2,2,4,2,2,3,3,2,3,5,1,4,3,3,3,2,4,3,1,2,4,1,1,4,3,4,4,4,4,4,4,"yes","no",1.6,3,2.8,4
"2681",55,"Male","Yes","deg","full-time",150000,"",4,10,"Small Town","United States","Married",1,2,4,3,2,3,3,4,2,5,4,3,2,4,4,2,4,2,1,2,4,5,5,4,3,2,3,1,3,4,3,2,2,3,4,4,4,4,5,4,3,5,5,5,5,5,5,"no","yes",3,3,3.4,5
"2682",32,"Male","No","phd","student",15000,"",3,0,"Village","United States","Single",0,0,3,4,3,2,2,4,1,3,1,2,1,1,2,2,3,1,1,4,1,2,2,2,3,2,4,2,3,3,3,1,1,3,4,3,2,3,2,3,1,2,2,2,2,2,2,"no","no",2.8,2,2.45,2
"2683",45,"Male","Yes","phd","full-time",67500,"",13,0,"Small Town","United States","Married",1,2,4,4,2,2,2,1,1,5,4,2,3,4,4,3,4,3,3,2,2,4,4,3,4,1,2,5,5,3,5,4,3,4,4,5,4,4,4,4,4,3,3,3,3,3,2,"yes","yes",2.8,3,3.75,2.8
"2684",32,"Female","No","ma","unemployed",250000,"",0,0,"Village","United States","Single",0,0,3,3,4,4,4,5,4,5,4,4,2,5,5,4,4,5,5,5,4,5,5,4,4,3,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,3,3,3,2,1,"yes","yes",3.6,4,4.55,2.4
"2685",45,"Female","No","phd","part-time",NA,"",0,7,"Large-City","United States","Married",0,0,3,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,4,2,4,3,3,1,2,3,1,3,3,2,3,3,3,4,3,3,4,3,2,3,3,3,3,3,3,4,2,"yes","yes",2.2,3,2.75,3
"2686",28,"Female","No","ma","full-time",55000,"",0,11,"Village","United States","Married",0,0,5,4,5,2,2,1,2,4,3,3,2,4,4,4,5,1,1,1,1,2,5,1,2,5,4,1,4,2,5,1,2,2,1,1,4,4,2,4,4,3,3,3,3,5,2,"yes","yes",3.6,3,2.85,3.2
"2687",25,"Female","No","deg","full-time",15000,"",1,0,"Rural/Country","United States","Single",0,0,4,4,3,3,3,1,4,5,5,5,4,4,5,5,5,3,5,2,4,5,5,3,4,4,3,5,5,5,5,4,4,5,3,3,5,3,4,5,4,3,2,4,2,3,4,"yes","yes",3.4,4,4.1,3
"2688",32,"Male","No","phd","full-time",87500,"",2,0,"Village","United States","Single",0,0,3,4,3,3,3,1,1,5,3,2,1,4,3,3,3,5,3,4,2,5,4,1,3,5,2,2,3,3,4,2,2,4,2,3,3,5,4,3,5,3,1,1,2,3,2,"yes","no",3.2,3,3.15,1.8
"2689",55,"Female","Yes","ma","part-time",55000,"",0,0,"Medium-Sized","United States","Married",2,1,3,3,3,3,3,2,2,3,4,3,2,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3,3,4,3,2,3,3,4,3,2,3,2,4,4,4,4,3,"yes","no",3,3,2.8,3.8
"2690",16,"Female","No","ltuni","student",10000,"",2,0,"Small Town","United States","Single",0,0,3,3,3,2,2,2,3,4,4,1,4,4,3,1,3,2,4,4,4,2,5,3,2,3,3,3,3,3,4,3,4,4,1,4,4,4,4,3,4,3,3,3,4,4,4,"yes","yes",2.6,3,3.35,3.6
"2691",55,"Male","Yes","dip","full-time",35000,"",5,0,"Small Town","United States","Divorced",1,1,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,"yes","yes",4,4,3.9,2.4
"2692",55,"Female","No","ma","full-time",NA,"",2,0,"Village","United States","Married",0,0,2,1,1,1,1,1,1,4,1,3,1,1,5,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,1,1,3,2,2,3,4,3,2,3,2,3,4,3,5,4,"no","no",1.2,2,2,3.8
"2693",55,"Male","Yes","deg","full-time",150000,"",0,3,"Village","United States","Married",1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,3,1,1,1,5,5,5,5,5,"no","no",1,1,1.4,5
"2694",22,"Female","No","deg","student",10000,"",0,0,"Rural/Country","United States","Single",0,0,2,4,2,1,1,1,2,5,3,2,1,4,3,2,4,4,3,3,3,3,3,3,4,3,4,3,3,1,4,2,4,4,2,3,4,5,5,3,4,4,4,4,4,5,4,"yes","yes",2,3,3.4,4.2
"2695",45,"Female","No","ma","full-time",55000,"",0,0,"Village","United States","",0,0,3,3,2,2,2,4,3,5,4,3,2,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,5,5,"yes","yes",2.4,4,3.45,4.4
"2696",24,"Male","No","grade","student",15000,"",0,0,"","United States","Single",0,0,5,4,4,2,2,1,2,2,4,2,4,3,1,3,5,1,2,4,3,3,4,2,2,5,1,4,5,3,5,1,1,4,1,2,3,4,5,3,2,3,5,5,5,5,3,"yes","no",3.4,3,3,4.6
"2697",55,"Female","No","ma","retired",87500,"",1,0,"Large Town","United States","",0,0,3,4,4,3,3,2,5,5,5,3,2,5,4,2,3,4,5,3,5,5,4,2,2,5,3,2,5,5,5,3,5,5,5,4,5,4,3,4,5,5,3,4,4,3,2,"yes","yes",3.4,4,4.05,3.2
"2698",37,"Male","No","ltuni","full-time",25000,"",5,2,"Rural/Country","United States","Single",0,0,4,4,5,2,2,2,3,5,5,3,1,5,4,4,5,5,5,5,4,5,5,3,3,4,3,4,4,4,5,3,4,3,4,5,5,4,5,4,5,4,2,2,3,2,1,"yes","yes",3.4,4,4.05,2
"2699",55,"Male","No","phd","full-time",150000,"",13,0,"Large-City","United States","Married",0,0,3,2,2,2,2,1,1,4,4,3,2,2,4,4,4,1,1,3,1,3,4,2,1,1,1,1,4,2,4,1,5,4,1,3,2,5,5,4,4,5,4,4,4,3,2,"yes","no",2.2,3,2.95,3.4
"2700",28,"Female","No","deg","full-time",35000,"",2,0,"Small Town","United States","Single",0,0,2,4,4,4,4,1,1,1,1,5,4,3,4,4,4,2,3,2,2,2,4,2,2,3,3,5,4,4,5,2,2,5,1,2,4,2,2,4,4,4,3,3,3,4,4,"yes","no",3.6,3,3.2,3.4
"2701",28,"Female","No","ma","student",25000,"",0,8,"Village","United States","Single",0,0,3,4,4,4,4,5,3,5,4,5,4,5,5,5,5,3,5,5,5,4,4,4,4,3,4,3,4,4,4,5,5,4,4,4,4,3,4,5,4,5,3,3,4,4,4,"yes","yes",3.8,5,4.05,3.6
"2702",45,"Female","No","deg","full-time",45000,"",9,4,"Medium-Sized","United States","Married",0,0,3,3,2,2,2,1,1,3,3,3,1,2,1,2,3,3,3,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,5,1,1,1,1,1,"yes","no",2.4,2,2.95,1
"2703",28,"Female","No","phd","full-time",45000,"",2,9,"Small Town","United States","Married",0,0,4,4,5,5,5,1,2,5,2,2,5,4,4,2,5,4,3,2,2,3,5,4,4,3,3,4,4,3,4,1,3,4,1,4,4,4,3,5,5,4,4,4,4,4,3,"yes","yes",4.6,3,3.6,3.8
"2704",55,"Female","No","ma","unemployed",25000,"",14,0,"Village","United States","Single",0,0,5,4,5,2,2,1,2,4,5,5,4,3,1,3,5,5,5,5,3,1,4,1,1,5,1,3,5,5,5,2,5,5,1,1,3,2,3,4,5,3,1,1,1,1,1,"yes","no",3.6,3,3.2,1
"2705",21,"Male","No","ltuni","student",10000,"",0,0,"Village","United States","Single",0,0,1,2,1,1,2,4,1,3,1,1,2,1,5,1,1,4,2,2,1,1,1,1,1,1,3,1,1,3,4,1,2,4,2,4,4,2,2,5,1,4,5,5,5,4,4,"no","no",1.4,2,2.35,4.6
"2706",37,"Female","Yes","ltuni","full-time",25000,"",7,0,"Rural/Country","United States","Married",1,2,3,4,3,4,3,5,1,3,2,4,4,3,3,2,4,5,2,4,1,1,5,1,3,3,4,4,3,4,4,2,5,4,4,4,5,4,2,4,4,4,2,3,3,4,3,"yes","yes",3.4,3,3.65,3
"2707",28,"Female","No","phd","student",87500,"",3,8,"Small Town","United States","Married",0,0,2,1,3,2,2,3,1,1,1,2,1,2,4,2,2,3,1,4,1,3,2,1,1,4,3,4,3,4,2,1,4,2,3,4,4,4,2,5,3,5,2,2,3,3,3,"yes","no",2,2,3.05,2.6
"2708",21,"Female","No","ltuni","student",NA,"",0,0,"Small Town","United States","Single",0,0,2,2,2,1,1,2,2,5,3,3,3,3,4,3,3,2,4,2,2,3,3,2,2,4,3,2,3,2,3,3,4,3,2,2,3,3,3,3,2,3,4,4,4,4,4,"yes","yes",1.6,3,2.75,4
"2709",32,"Male","No","phd","full-time",87500,"",9,0,"Village","United States","Divorced",0,0,2,2,3,2,2,2,1,3,3,2,1,2,2,1,2,4,1,4,3,3,2,2,2,3,2,3,1,3,3,1,3,3,4,4,2,5,4,2,2,2,5,4,5,5,3,"no","no",2.2,2,2.65,4.4
"2710",55,"Male","Yes","ltuni","full-time",NA,"",10,0,"Large Town","United States","Divorced",1,1,4,3,2,2,2,3,3,4,5,3,1,5,3,2,4,2,3,4,5,3,3,1,2,2,1,1,3,3,3,2,3,3,5,2,3,3,2,3,3,3,2,3,3,4,3,"yes","yes",2.6,3,2.55,3
"2711",67,"Male","Yes","phd","full-time",250000,"",NA,0,"Large Town","United States","Married",2,1,3,4,3,2,2,1,1,5,2,2,1,2,3,2,3,4,2,2,3,4,3,3,1,1,2,2,4,2,3,2,2,3,2,4,3,4,3,2,3,4,4,5,4,5,5,"yes","no",2.8,2,2.65,4.6
"2712",67,"Male","Yes","phd","retired",10000,"",0,0,"Small Town","United States","Married",0,1,3,3,3,4,4,1,2,2,3,4,2,1,4,4,5,1,3,3,4,4,5,1,4,2,1,2,3,5,5,3,2,4,1,4,4,4,1,5,4,4,1,2,1,3,1,"yes","no",3.4,3,3.2,1.6
"2713",45,"Male","No","ma","full-time",150000,"",0,0,"Village","United States","Married",0,0,5,5,5,3,5,3,1,3,3,3,4,5,3,3,5,2,4,3,3,5,4,3,3,3,4,2,4,3,5,5,3,5,4,4,4,4,4,4,5,4,4,5,4,5,3,"yes","yes",4.6,3,3.85,4.2
"2714",45,"Female","No","phd","full-time",55000,"",10,7,"Village","United States","",0,0,3,3,5,3,3,2,2,4,3,3,2,3,3,2,3,3,2,1,2,2,3,1,3,2,2,2,2,5,4,2,2,3,3,3,3,5,3,4,2,3,4,4,4,5,4,"yes","yes",3.4,2,2.85,4.2
"2715",32,"Male","No","ma","full-time",67500,"",7,0,"Village","United States","Single",0,0,3,2,2,2,2,2,2,5,3,2,4,1,2,2,3,3,2,2,2,3,3,2,2,2,2,4,2,2,3,1,2,3,3,2,2,4,2,3,3,3,4,4,4,4,3,"no","no",2.2,3,2.5,3.8
"2716",28,"Male","No","deg","part-time",25000,"",1,9,"Small Town","United States","Single",0,0,4,4,5,1,1,2,2,3,3,2,2,4,3,1,3,3,2,2,3,2,4,1,5,5,1,4,3,4,4,3,3,5,2,3,3,5,5,1,5,3,4,4,3,5,4,"yes","yes",3,2,3.45,4
"2717",45,"Female","Yes","phd","full-time",150000,"",0,0,"Small Town","United States","Married",2,1,3,4,2,2,2,1,1,1,1,3,4,2,3,1,3,3,1,2,1,2,3,2,3,1,1,2,3,3,3,1,4,3,1,2,3,3,2,4,4,3,3,4,4,4,2,"yes","no",2.6,2,2.55,3.4
"2718",55,"Male","Yes","phd","full-time",45000,"",10,0,"Small Town","United States","Married",1,1,3,3,4,3,3,3,2,5,4,3,3,4,4,3,4,2,3,3,3,3,3,4,2,4,3,3,3,4,3,3,4,3,4,4,2,3,3,4,3,4,1,2,2,2,2,"yes","yes",3.2,3,3.3,1.8
"2719",28,"Male","No","deg","full-time",67500,"",0,7,"Village","United States","Single",0,0,5,5,3,4,4,3,5,4,5,5,3,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,5,5,1,3,3,4,5,1,2,3,2,1,"yes","yes",4.2,4,4.2,1.8
"2720",28,"Male","No","ma","student",25000,"",3,0,"Village","United States","Single",0,0,4,3,4,3,3,1,2,3,4,4,4,3,4,3,4,2,3,3,2,3,4,4,3,4,4,3,3,3,4,4,3,4,2,3,4,3,3,3,4,3,3,4,4,4,3,"yes","yes",3.4,3,3.4,3.6
"2721",45,"Female","No","deg","unemployed",15000,"",9,0,"Village","United States","Single",0,0,3,3,3,2,2,5,2,2,5,4,5,5,4,3,4,1,5,3,4,5,5,1,1,4,5,5,5,3,4,2,4,4,4,1,4,4,2,4,4,3,3,3,5,3,2,"yes","yes",2.6,4,3.45,3.2
"2722",37,"Female","No","deg","full-time",35000,"",3,0,"Medium-Sized","United States","Divorced",0,0,5,5,5,4,4,2,2,3,3,3,1,3,4,4,4,3,4,2,3,3,4,2,3,3,4,4,4,4,5,4,4,4,4,4,4,3,2,4,3,3,3,3,3,4,2,"yes","yes",4.6,3,3.6,3
"2723",45,"Male","No","deg","full-time",87500,"",2,2,"Rural/Country","United States","Single",0,0,4,2,4,4,4,1,1,2,4,5,4,2,3,2,5,2,2,1,2,4,5,1,1,5,4,1,4,4,4,3,2,4,1,1,3,2,2,3,4,4,4,2,1,1,1,"yes","yes",3.6,3,2.9,1.8
"2724",55,"Male","Yes","phd","full-time",NA,"",10,0,"Rural/Country","United States","Married",0,2,3,3,3,3,3,1,1,4,1,2,2,1,3,4,2,2,1,2,1,2,2,1,2,1,1,1,3,2,3,1,1,3,1,2,3,3,2,3,3,2,4,5,5,5,4,"yes","no",3,2,2,4.6
"2725",67,"Male","Yes","deg","retired",35000,"",9,0,"Large Town","United States","Divorced",2,1,3,3,2,2,2,1,1,4,2,3,1,4,3,3,3,1,2,3,2,3,2,1,3,1,2,1,3,2,3,1,1,2,3,3,3,5,3,3,2,4,4,5,5,5,5,"no","no",2.4,2,2.4,4.8
"2726",22,"Male","No","deg","student",35000,"",0,0,"Large Town","United States","Single",0,0,2,2,4,2,2,1,1,1,3,2,1,3,2,1,4,2,2,2,2,2,3,1,2,3,2,4,2,4,3,1,4,2,1,4,2,4,3,2,3,2,4,4,4,5,5,"no","no",2.4,2,2.6,4.4
"2727",55,"Male","No","dip","full-time",150000,"",12,0,"Medium-Sized","United States","Married",0,0,4,3,4,2,2,1,3,5,4,3,3,4,3,3,4,2,4,3,5,4,4,2,3,4,1,2,4,4,4,5,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,"yes","yes",3,3,3.4,3.8
"2728",20,"Male","No","ltuni","student",10000,"",1,6,"Village","United States","Single",0,0,4,3,4,2,2,2,1,3,2,2,1,3,3,2,3,2,1,2,1,3,3,3,4,2,3,4,3,3,4,1,2,3,2,3,4,5,5,3,4,4,4,4,4,4,4,"yes","no",3,2,3.25,4
"2729",28,"Female","No","deg","part-time",15000,"",0,11,"Village","United States","Single",0,0,3,4,5,4,4,1,3,3,5,4,5,5,4,4,5,3,5,2,4,3,4,1,3,5,2,5,5,2,5,2,4,5,2,2,4,4,4,4,5,4,4,3,4,5,3,"yes","yes",4,4,3.6,3.8
"2730",25,"Male","No","ltuni","full-time",25000,"",5,7,"Small Town","United States","Single",0,0,4,3,3,4,4,4,3,5,4,5,4,5,5,4,5,5,4,4,3,5,2,3,5,5,1,3,3,4,5,3,2,5,5,4,5,4,4,4,5,5,1,1,1,1,1,"yes","yes",3.6,4,3.85,1
"2731",45,"Female","No","phd","full-time",NA,"",10,0,"Small Town","United States","Married",0,0,1,2,1,1,1,1,2,1,4,3,1,1,4,1,4,2,2,3,1,1,2,1,1,2,4,1,1,1,2,1,2,2,2,2,4,1,1,1,1,1,3,3,4,4,2,"no","no",1.2,2,1.65,3.2
"2732",37,"Female","No","phd","full-time",150000,"",8,0,"Rural/Country","United States","Single",0,0,2,3,3,2,2,1,1,1,2,2,5,2,4,1,3,2,1,1,1,2,2,1,1,2,2,1,1,2,3,2,1,3,1,1,3,2,2,2,2,2,3,3,3,1,4,"yes","no",2.4,2,1.8,2.8
"2733",55,"Male","No","phd","full-time",250000,"",12,0,"Small Town","United States","",0,0,5,4,5,4,4,1,1,2,3,2,5,4,4,4,4,4,5,3,5,5,5,5,5,5,1,5,1,3,2,2,4,1,2,2,3,1,1,3,1,4,4,4,4,4,1,"yes","yes",4.4,3,2.8,3.4
"2734",32,"Male","No","phd","full-time",67500,"",2,7,"Large Town","United States","Single",0,0,4,5,4,2,2,4,2,5,4,3,2,5,4,2,4,5,4,3,4,4,4,2,5,4,2,3,4,4,5,5,4,4,3,4,5,5,5,3,3,4,4,4,3,4,3,"yes","yes",3.4,4,3.9,3.6
"2735",20,"Male","No","ltuni","part-time",10000,"",1,4,"Medium-Sized","United States","Single",0,0,4,3,3,3,3,2,3,5,4,5,3,5,5,4,5,4,2,5,3,5,5,4,5,4,1,4,5,3,5,3,3,5,4,5,5,2,2,5,5,5,2,5,2,1,1,"yes","yes",3.2,4,4,2.2
"2736",28,"Male","No","ma","student",25000,"",0,8,"Rural/Country","United States","Single",0,0,4,5,5,4,4,1,1,4,5,5,5,4,5,5,5,2,4,2,4,5,1,2,3,3,4,4,4,4,5,2,4,5,1,4,2,4,3,4,3,4,3,3,3,3,3,"yes","yes",4.4,4,3.3,3
"2737",19,"Female","No","ltuni","student",NA,"",0,3,"Large Town","United States","Single",0,0,2,2,2,3,3,4,2,5,4,2,4,5,4,1,2,5,4,4,3,2,4,1,4,4,2,4,4,3,4,2,3,4,3,2,4,4,4,4,5,4,2,2,1,1,2,"yes","yes",2.4,3,3.45,1.6
"2738",28,"Female","No","ltuni","student",10000,"",6,0,"Village","United States","Single",0,0,2,2,2,1,1,2,2,4,3,2,5,3,2,2,3,2,2,2,3,5,3,1,1,3,1,1,2,3,3,1,3,3,4,1,3,2,3,4,3,5,2,2,2,4,5,"yes","no",1.6,3,2.5,3
"2739",67,"Female","Yes","phd","full-time",45000,"",NA,0,"Rural/Country","United States","Widowed",1,1,3,2,1,2,2,1,1,2,3,3,1,2,2,3,5,2,3,2,2,2,3,2,2,3,1,5,3,2,5,2,2,5,1,3,4,4,2,5,5,4,3,4,5,4,4,"yes","no",2,2,3.15,4
"2740",28,"Female","No","grade","student",15000,"",5,0,"Village","United States","Single",0,0,5,4,3,4,4,1,2,5,4,4,5,5,5,4,5,3,5,2,4,5,5,1,5,5,2,3,3,4,5,3,3,5,1,3,4,3,3,5,4,4,3,3,3,3,3,"yes","yes",4,4,3.55,3
"2741",45,"Female","Yes","phd","full-time",67500,"",6,0,"Small Town","United States","Married",0,2,3,3,3,3,3,3,2,5,4,4,3,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,"yes","yes",3,4,4.6,5
